Timestamp,Route,Link,Direction,STT,AccSTT,TCS1,TCS2
20151120-1558,30, 4, 1, 304,1512,868,660
20151120-1558,30, 4, 2,  20, 904,660,868
20151120-1558,30, 5, 1, 264,1776,660,861
20151120-1558,30, 5, 2,  87, 991,861,660
20151120-1558,30, 6, 1, 224,2000,861,856
20151120-1558,30, 6, 2,  71,1062,856,861
20151120-1558,30, 7, 1, 410,2410,856,2
20151120-1558,30, 7, 2, 247,1309,2,856
20151120-1558,31, 1, 1, 149, 149,727,797
20151120-1558,31, 1, 2, 215, 215,797,727
20151120-1558,31, 2, 1, 209, 358,797,456
20151120-1558,31, 2, 2, 272, 487,456,797
20151120-1558,31, 3, 1, 102, 460,456,110
20151120-1558,31, 3, 2, 127, 614,110,456
20151120-1558,31, 4, 1, 154, 614,110,109
20151120-1558,31, 4, 2, 169, 783,109,110
20151120-1558,31, 5, 1,  45, 659,109,331
20151120-1558,31, 5, 2, 188, 971,331,109
20151120-1558,31, 6, 1,  34, 693,331,586
20151120-1558,31, 6, 2, 203,1174,586,331
20151120-1558,31, 7, 1,  73, 766,586,107
20151120-1558,31, 7, 2, 161,1335,107,586
20151120-1558,31, 8, 1,  49, 815,107,701
20151120-1558,31, 8, 2, 195,1530,701,107
20151120-1558,31, 9, 1,  50, 865,701,108
20151120-1558,31, 9, 2,  52,1582,108,701
20151120-1558,31,10, 1,  67, 932,108,73
20151120-1558,31,10, 2,  66,1648,73,108
20151120-1558,32, 1, 1,  82,  82,39,120
20151120-1558,32, 1, 2,  82,  82,120,39
20151120-1558,32, 2, 1,  25, 107,120,133
20151120-1558,32, 2, 2,  24, 106,133,120
20151120-1558,32, 3, 1,  46, 153,133,134
20151120-1558,32, 3, 2,  47, 153,134,133
20151120-1558,32, 4, 1,  42, 195,134,147
20151120-1558,32, 4, 2,  42, 195,147,134
20151120-1558,32, 5, 1,  43, 238,147,112
20151120-1558,32, 5, 2,  42, 237,112,147
20151120-1558,32, 6, 1,  16, 254,112,383
20151120-1558,32, 6, 2,  18, 255,383,112
20151120-1558,32, 7, 1,  32, 286,383,114
20151120-1558,32, 7, 2,  25, 280,114,383
20151120-1558,32, 8, 1,  24, 310,114,452
20151120-1558,32, 8, 2,  42, 322,452,114
20151120-1558,32, 9, 1,  65, 375,452,111
20151120-1558,32, 9, 2,  62, 384,111,452
20151120-1558,32,10, 1,  19, 394,111,812
20151120-1558,32,10, 2,  20, 404,812,111
20151120-1558,32,11, 1,  17, 411,812,113
20151120-1558,32,11, 2,  11, 415,113,812
20151120-1558,32,12, 1,  23, 434,113,411
20151120-1558,32,12, 2,  24, 439,411,113
20151120-1558,32,13, 1,  16, 450,411,275
20151120-1558,32,13, 2,  16, 455,275,411
20151120-1558,32,14, 1,  24, 474,275,441
20151120-1558,32,14, 2,  24, 479,441,275
20151120-1558,32,15, 1,  35, 509,441,848
20151120-1558,32,15, 2, 173, 652,848,441
20151120-1558,32,16, 1,  34, 543,848,6032
20151120-1558,32,16, 2,  31, 683,6032,848
20151120-1558,32,17, 1,  48, 591,6032,6031
20151120-1558,32,17, 2,  48, 731,6031,6032
20151120-1558,32,18, 1,  76, 667,6031,6030
20151120-1558,32,18, 2,  76, 807,6030,6031
20151120-1558,32,19, 1,  48, 715,6030,6021
20151120-1558,32,19, 2,  48, 855,6021,6030
20151120-1558,32,20, 1,  17, 732,6021,6022
20151120-1558,32,20, 2,  51, 906,6022,6021
20151120-1558,32,21, 1,  39, 771,6022,6023
20151120-1558,32,21, 2,  28, 934,6023,6022
20151120-1558,32,22, 1,  47, 818,6023,6024
20151120-1558,32,22, 2,  54, 988,6024,6023
20151120-1558,32,23, 1,  29, 847,6024,6025
20151120-1558,32,23, 2, 244,1232,6025,6024
20151120-1558,32,24, 1,  18, 865,6025,6027
20151120-1558,32,24, 2,  61,1293,6027,6025
20151120-1558,32,25, 1,  38, 903,6027,6028
20151120-1558,32,25, 2, 385,1678,6028,6027
20151120-1558,33, 1, 1, 268, 268,422,667
20151120-1558,33, 1, 2, 244, 244,667,422
20151120-1558,33, 2, 1,  83, 351,667,533
20151120-1558,33, 2, 2,  83, 327,533,667
20151120-1558,33, 3, 1, 612, 963,533,125
20151120-1558,33, 3, 2,  45, 372,125,533
20151120-1558,33, 4, 1,  96,1059,125,470
20151120-1558,33, 4, 2, 355, 727,470,125
20151120-1558,33, 5, 1,  44,1103,470,597
20151120-1558,33, 5, 2,  84, 811,597,470
20151120-1558,33, 6, 1,  60,1163,597,515
20151120-1558,33, 6, 2,  47, 858,515,597
20151120-1558,34, 1, 1,  19,  19,4014,4013
20151120-1558,34, 1, 2,  20,  20,4013,4014
20151120-1558,34, 2, 1,  30,  49,4013,4048
20151120-1558,34, 2, 2,  39,  59,4048,4013
20151120-1558,34, 3, 1,  75, 124,4048,4015
20151120-1558,34, 3, 2,  15,  74,4015,4048
20151120-1558,35, 1, 1, 148, 148,515,4014
20151120-1558,35, 1, 2, 278, 278,4014,515
20151120-1558,35, 2, 1,  31, 179,4014,4013
20151120-1558,35, 2, 2,  33, 311,4013,4014
20151120-1558,35, 3, 1,  30, 209,4013,4048
20151120-1558,35, 3, 2,  60, 371,4048,4013
20151120-1558,35, 4, 1, 128, 337,4048,4015
20151120-1558,35, 4, 2,  15, 386,4015,4048
20151120-1558,36, 1, 1,  75,  75,472,348
20151120-1558,36, 1, 2,  83,  83,348,472
20151120-1558,36, 2, 1, 136, 211,348,209
20151120-1558,36, 2, 2, 152, 235,209,348
20151120-1558,36, 3, 1, 219, 430,209,553
20151120-1558,36, 3, 2, 318, 553,553,209
20151120-1558,36, 4, 1,  68, 498,553,651
20151120-1558,36, 4, 2,  82, 635,651,553
20151120-1558,36, 5, 1,  25, 523,651,654
20151120-1558,36, 5, 2,  74, 709,654,651
20151120-1558,36, 6, 1,  81, 604,654,372
20151120-1558,36, 6, 2,  36, 745,372,654
20151120-1558,36, 7, 1,  74, 678,372,71
20151120-1558,36, 7, 2, 127, 872,71,372
20151120-1558,36, 8, 1, 144, 822,71,171
20151120-1558,36, 8, 2, 369,1241,171,71
20151120-1558,36, 9, 1, 110, 932,171,486
20151120-1558,36, 9, 2, 287,1528,486,171
20151120-1558,36,10, 1, 238,1170,486,771
20151120-1558,36,10, 2, 249,1777,771,486
20151120-1558,36,11, 1,  67,1237,771,369
20151120-1558,36,11, 2, 215,1992,369,771
20151120-1558,36,12, 1, 145,1382,369,366
20151120-1558,36,12, 2,  15,2007,366,369
20151120-1558,36,13, 1,  83,1465,366,368
20151120-1558,36,13, 2,  60,2067,368,366
20151120-1558,36,14, 1,  92,1557,368,367
20151120-1558,36,14, 2,   6,2073,367,368
20151120-1558,36,15, 1,  25,1582,367,35
20151120-1558,36,15, 2,  40,2113,35,367
20151120-1558,36,16, 1,  45,1627,35,48
20151120-1558,36,16, 2, 497,2610,48,35
20151120-1558,36,17, 1, 199,1826,48,49
20151120-1558,36,17, 2,  22,2632,49,48
20151120-1558,37, 1, 1, 181, 181,190,761
20151120-1558,37, 1, 2,  12,  12,761,190
20151120-1558,37, 2, 1, 123, 304,761,152
20151120-1558,37, 2, 2,  16,  28,152,761
20151120-1558,37, 3, 1, 297, 601,152,37
20151120-1558,37, 3, 2,  39,  67,37,152
20151120-1558,37, 4, 1,  28, 629,37,193
20151120-1558,37, 4, 2,  27,  94,193,37
20151120-1558,37, 5, 1, 106, 735,193,26
20151120-1558,37, 5, 2,  30, 124,26,193
20151120-1558,37, 6, 1, 183, 918,26,197
20151120-1558,37, 6, 2,  73, 197,197,26
20151120-1558,37, 7, 1, 112,1030,197,17
20151120-1558,37, 7, 2,  34, 231,17,197
20151120-1558,38, 1, 1,  51,  51,197,200
20151120-1558,38, 1, 2,  48,  48,200,197
20151120-1558,38, 2, 1,  81, 132,200,201
20151120-1558,38, 2, 2,   6,  54,201,200
20151120-1558,38, 3, 1, 146, 278,201,60
20151120-1558,38, 3, 2,  48, 102,60,201
20151120-1558,39, 1, 1,  77,  77,58,140
20151120-1558,39, 1, 2,  25,  25,140,58
20151120-1558,39, 2, 1, 188, 265,140,201
20151120-1558,39, 2, 2,  25,  50,201,140
20151120-1558,39, 3, 1,  63, 328,201,200
20151120-1558,39, 3, 2,   7,  57,200,201
20151120-1558,39, 4, 1,  61, 389,200,197
20151120-1558,39, 4, 2,  44, 101,197,200
20151120-1558,40, 1, 1, 266, 266,232,196
20151120-1558,40, 1, 2, 106, 106,196,232
20151120-1558,40, 2, 1, 149, 415,196,26
20151120-1558,40, 2, 2, 578, 684,26,196
20151120-1558,40, 3, 1, 123, 538,26,193
20151120-1558,40, 3, 2, 404,1088,193,26
20151120-1558,40, 4, 1, 313, 851,193,37
20151120-1558,40, 4, 2, 301,1389,37,193
20151120-1558,40, 5, 1,  99, 950,37,152
20151120-1558,40, 5, 2, 203,1592,152,37
20151120-1558,40, 6, 1, 264,1214,152,190
20151120-1558,40, 6, 2, 330,1922,190,152
20151120-1558,40, 7, 1, 203,1417,190,45
20151120-1558,40, 7, 2, 247,2169,45,190
20151120-1558,40, 8, 1, 231,1648,45,31
20151120-1558,40, 8, 2, 179,2348,31,45
20151120-1558,40, 9, 1,  83,1731,31,106
20151120-1558,40, 9, 2,  98,2446,106,31
20151120-1558,41, 1, 1, 388, 388,144,143
20151120-1558,41, 1, 2,  44,  44,143,144
20151120-1558,41, 2, 1, 145, 533,143,146
20151120-1558,41, 2, 2,  10,  54,146,143
20151120-1558,41, 3, 1, 210, 743,146,288
20151120-1558,41, 3, 2,  14,  68,288,146
20151120-1558,41, 4, 1,  20, 763,288,185
20151120-1558,41, 4, 2,  20,  88,185,288
20151120-1558,41, 5, 1, 177, 940,185,183
20151120-1558,41, 5, 2,  12, 100,183,185
20151120-1558,41, 6, 1, 102,1042,183,17
20151120-1558,41, 6, 2,   7, 107,17,183
20151120-1558,41, 7, 1, 201,1243,17,403
20151120-1558,41, 7, 2,  13, 120,403,17
20151120-1558,41, 8, 1, 140,1383,403,513
20151120-1558,41, 8, 2,  15, 135,513,403
20151120-1558,41, 9, 1, 171,1554,513,3
20151120-1558,41, 9, 2,  11, 146,3,513
20151120-1558,41,10, 1, 197,1751,3,2
20151120-1558,41,10, 2,  34, 180,2,3
20151120-1558,42, 1, 1, 101, 101,394,187
20151120-1558,42, 1, 2, 376, 376,187,394
20151120-1558,42, 2, 1, 106, 207,187,84
20151120-1558,42, 2, 2, 351, 727,84,187
20151120-1558,42, 3, 1,  46, 253,84,82
20151120-1558,42, 3, 2, 325,1052,82,84
20151120-1558,42, 4, 1,  50, 303,82,83
20151120-1558,42, 4, 2, 182,1234,83,82
20151120-1558,42, 5, 1, 146, 449,83,81
20151120-1558,42, 5, 2,  53,1287,81,83
20151120-1558,42, 6, 1, 415, 864,81,38
20151120-1558,42, 6, 2, 283,1570,38,81
20151120-1558,42, 7, 1, 102, 966,38,142
20151120-1558,42, 7, 2, 236,1806,142,38
20151120-1558,42, 8, 1, 404,1370,142,126
20151120-1558,42, 8, 2, 102,1908,126,142
20151120-1558,42, 9, 1, 192,1562,126,35
20151120-1558,42, 9, 2,  76,1984,35,126
20151120-1558,42,10, 1,  47,1609,35,48
20151120-1558,42,10, 2,  47,2031,48,35
20151120-1558,42,11, 1, 210,1819,48,49
20151120-1558,42,11, 2, 225,2256,49,48
20151120-1558,42,12, 1,  48,1867,49,272
20151120-1558,42,12, 2, 121,2377,272,49
20151120-1558,43, 1, 1, 441, 441,24,192
20151120-1558,43, 1, 2,  85,  85,192,24
20151120-1558,43, 2, 1, 292, 733,192,622
20151120-1558,43, 2, 2, 636, 721,622,192
20151120-1558,43, 3, 1, 138, 871,622,173
20151120-1558,43, 3, 2, 135, 856,173,622
20151120-1558,43, 4, 1,  79, 950,173,305
20151120-1558,43, 4, 2, 257,1113,305,173
20151120-1558,43, 5, 1, 190,1140,305,49
20151120-1558,43, 5, 2, 186,1299,49,305
20151120-1558,43, 6, 1,  14,1154,49,50
20151120-1558,43, 6, 2, 141,1440,50,49
20151120-1558,43, 7, 1, 102,1256,50,272
20151120-1558,43, 7, 2,  63,1503,272,50
20151120-1558,44, 1, 1,  82,  82,38,142
20151120-1558,44, 1, 2,1195,1195,142,38
20151120-1558,44, 2, 1,  83, 165,142,126
20151120-1558,44, 2, 2, 445,1640,126,142
20151120-1558,44, 3, 1,  40, 205,126,35
20151120-1558,44, 3, 2, 269,1909,35,126
20151120-1558,44, 4, 1,  34, 239,35,48
20151120-1558,44, 4, 2, 497,2406,48,35
20151120-1558,44, 5, 1,  70, 309,48,49
20151120-1558,44, 5, 2, 309,2715,49,48
20151120-1558,45, 1, 1, 215, 215,144,145
20151120-1558,45, 1, 2,  15,  15,145,144
20151120-1558,45, 2, 1, 215, 430,145,288
20151120-1558,45, 2, 2,  15,  30,288,145
20151120-1558,45, 3, 1,  26, 456,288,232
20151120-1558,45, 3, 2,  24,  54,232,288
20151120-1558,45, 4, 1, 254, 710,232,229
20151120-1558,45, 4, 2,  18,  72,229,232
20151120-1558,45, 5, 1, 169, 879,229,272
20151120-1558,45, 5, 2,  21,  93,272,229
20151120-1558,45, 6, 1,  68, 947,272,50
20151120-1558,45, 6, 2,  11, 104,50,272
20151120-1558,45, 7, 1,  16, 963,50,49
20151120-1558,45, 7, 2,  17, 121,49,50
20151120-1558,45, 8, 1, 307,1270,49,48
20151120-1558,45, 8, 2,  22, 143,48,49
20151120-1558,45, 9, 1, 111,1381,48,22
20151120-1558,45, 9, 2,  87, 230,22,48
20151120-1558,46, 1, 1,  17,  17,848,6032
20151120-1558,46, 1, 2,  43,  43,6032,848
20151120-1558,46, 2, 1,  27,  44,6032,6031
20151120-1558,46, 2, 2,  27,  70,6031,6032
20151120-1558,46, 3, 1,  42,  86,6031,6030
20151120-1558,46, 3, 2,  42, 112,6030,6031
20151120-1558,46, 4, 1,  30, 116,6030,6021
20151120-1558,46, 4, 2,  30, 142,6021,6030
20151120-1558,46, 5, 1,   8, 124,6021,6022
20151120-1558,46, 5, 2,  27, 169,6022,6021
20151120-1558,46, 6, 1,  20, 144,6022,6023
20151120-1558,46, 6, 2,  16, 185,6023,6022
20151120-1558,46, 7, 1,  22, 166,6023,6024
20151120-1558,46, 7, 2,  24, 209,6024,6023
20151120-1558,46, 8, 1,  18, 184,6024,6025
20151120-1558,46, 8, 2, 186, 395,6025,6024
20151120-1558,46, 9, 1,   9, 193,6025,6027
20151120-1558,46, 9, 2,  33, 428,6027,6025
20151120-1558,46,10, 1,  36, 229,6027,6028
20151120-1558,46,10, 2, 180, 608,6028,6027
20151120-1558,47, 1, 1, 118, 118,183,196
20151120-1558,47, 1, 2,  32,  32,196,183
20151120-1558,47, 2, 1, 555, 673,196,26
20151120-1558,47, 2, 2,  72, 104,26,196
20151120-1558,47, 3, 1,  94, 767,26,193
20151120-1558,47, 3, 2,  36, 140,193,26
20151120-1558,47, 4, 1,  84, 851,193,37
20151120-1558,47, 4, 2,  31, 171,37,193
20151120-1558,47, 5, 1, 121, 972,37,152
20151120-1558,47, 5, 2,  39, 210,152,37
20151120-1558,47, 6, 1,  78,1050,152,760
20151120-1558,47, 6, 2,  14, 224,760,152
20151120-1558,47, 7, 1,  94,1144,760,190
20151120-1558,47, 7, 2,  15, 239,190,760
20151120-1558,47, 8, 1,  71,1215,190,420
20151120-1558,47, 8, 2,  52, 291,420,190
20151120-1558,48, 1, 1,  36,  36,503,181
20151120-1558,48, 1, 2,  36,  36,181,503
20151120-1558,48, 2, 1,  35,  71,181,180
20151120-1558,48, 2, 2,  32,  68,180,181
20151120-1558,48, 3, 1, 119, 190,180,15
20151120-1558,48, 3, 2, 193, 261,15,180
20151120-1558,48, 4, 1,  73, 263,15,43
20151120-1558,48, 4, 2, 284, 545,43,15
20151120-1558,48, 5, 1,  99, 362,43,691
20151120-1558,48, 5, 2, 141, 686,691,43
20151120-1558,48, 6, 1,  33, 395,691,64
20151120-1558,48, 6, 2,  33, 719,64,691
20151120-1558,48, 7, 1,  31, 426,64,65
20151120-1558,48, 7, 2,  31, 750,65,64
20151120-1558,48, 8, 1,  58, 484,65,66
20151120-1558,48, 8, 2,  57, 807,66,65
20151120-1558,48, 9, 1,  22, 506,66,750
20151120-1558,48, 9, 2,  50, 857,750,66
20151120-1558,48,10, 1,  52, 558,750,63
20151120-1558,48,10, 2,  52, 909,63,750
20151120-1558,48,11, 1,  22, 580,63,67
20151120-1558,48,11, 2,  30, 939,67,63
20151120-1558,48,12, 1,  16, 596,67,61
20151120-1558,48,12, 2,  16, 955,61,67
20151120-1558,48,13, 1,  12, 608,61,59
20151120-1558,48,13, 2,  25, 980,59,61
20151120-1558,48,14, 1,  41, 649,59,58
20151120-1558,48,14, 2,  42,1022,58,59
20151120-1558,49, 1, 1, 426, 426,311,599
20151120-1558,49, 1, 2, 227, 227,599,311
20151120-1558,49, 2, 1, 102, 528,599,187
20151120-1558,49, 2, 2,  93, 320,187,599
20151120-1558,49, 3, 1,  78, 606,187,155
20151120-1558,49, 3, 2, 188, 508,155,187
20151120-1558,49, 4, 1,  55, 661,155,158
20151120-1558,49, 4, 2, 128, 636,158,155
20151120-1558,49, 5, 1, 102, 763,158,157
20151120-1558,49, 5, 2,  98, 734,157,158
20151120-1558,49, 6, 1, 132, 895,157,25
20151120-1558,49, 6, 2, 123, 857,25,157
20151120-1558,50, 1, 1,  23,  23,456,110
20151120-1558,50, 1, 2,  23,  23,110,456
20151120-1559, 1, 1, 1, 164, 164,2127,175
20151120-1559, 1, 1, 2,  89,  89,175,2127
20151120-1559, 1, 2, 1, 110, 274,175,174
20151120-1559, 1, 2, 2, 239, 328,174,175
20151120-1559, 1, 3, 1,  22, 296,174,615
20151120-1559, 1, 3, 2,  62, 390,615,174
20151120-1559, 1, 4, 1,  32, 328,615,243
20151120-1559, 1, 4, 2, 162, 552,243,615
20151120-1559, 1, 5, 1,  31, 359,243,448
20151120-1559, 1, 5, 2,  16, 568,448,243
20151120-1559, 1, 6, 1, 140, 499,448,118
20151120-1559, 1, 6, 2,  17, 585,118,448
20151120-1559, 1, 7, 1,  16, 515,118,496
20151120-1559, 1, 7, 2,  16, 601,496,118
20151120-1559, 1, 8, 1, 117, 632,496,610
20151120-1559, 1, 8, 2,   9, 610,610,496
20151120-1559, 1, 9, 1,  79, 711,610,103
20151120-1559, 1, 9, 2, 116, 726,103,610
20151120-1559, 1,10, 1,   7, 718,103,614
20151120-1559, 1,10, 2, 101, 827,614,103
20151120-1559, 1,11, 1,  18, 736,614,613
20151120-1559, 1,11, 2,  18, 845,613,614
20151120-1559, 1,12, 1,  16, 752,613,104
20151120-1559, 1,12, 2,  38, 883,104,613
20151120-1559, 1,13, 1,  34, 786,104,758
20151120-1559, 1,13, 2,   5, 888,758,104
20151120-1559, 2, 1, 1,  18,  18,356,183
20151120-1559, 2, 1, 2,  18,  18,183,356
20151120-1559, 2, 2, 1,  28,  46,183,196
20151120-1559, 2, 2, 2,  27,  45,196,183
20151120-1559, 2, 3, 1,  37,  83,196,26
20151120-1559, 2, 3, 2,  52,  97,26,196
20151120-1559, 2, 4, 1,  38, 121,26,193
20151120-1559, 2, 4, 2,  49, 146,193,26
20151120-1559, 2, 5, 1, 201, 322,193,37
20151120-1559, 2, 5, 2,  78, 224,37,193
20151120-1559, 2, 6, 1,  19, 341,37,152
20151120-1559, 2, 6, 2,  61, 285,152,37
20151120-1559, 2, 7, 1,  24, 365,152,760
20151120-1559, 2, 7, 2, 110, 395,760,152
20151120-1559, 3, 1, 1,  17,  17,269,39
20151120-1559, 3, 1, 2,  22,  22,39,269
20151120-1559, 3, 2, 1,  28,  45,39,116
20151120-1559, 3, 2, 2,  29,  51,116,39
20151120-1559, 3, 3, 1,  64, 109,116,133
20151120-1559, 3, 3, 2,  63, 114,133,116
20151120-1559, 4, 1, 1, 114, 114,515,597
20151120-1559, 4, 1, 2, 109, 109,597,515
20151120-1559, 4, 2, 1,  37, 151,597,470
20151120-1559, 4, 2, 2,  41, 150,470,597
20151120-1559, 4, 3, 1,  29, 180,470,125
20151120-1559, 4, 3, 2,  22, 172,125,470
20151120-1559, 4, 4, 1,  30, 210,125,667
20151120-1559, 4, 4, 2, 361, 533,667,125
20151120-1559, 4, 5, 1,  23, 233,667,422
20151120-1559, 4, 5, 2,  20, 553,422,667
20151120-1559, 4, 6, 1,  48, 281,422,151
20151120-1559, 4, 6, 2, 319, 872,151,422
20151120-1559, 4, 7, 1,  73, 354,151,20
20151120-1559, 4, 7, 2,  75, 947,20,151
20151120-1559, 4, 8, 1,   7, 361,20,741
20151120-1559, 4, 8, 2,   8, 955,741,20
20151120-1559, 4, 9, 1,  18, 379,741,773
20151120-1559, 4, 9, 2,  18, 973,773,741
20151120-1559, 4,10, 1,  52, 431,773,152
20151120-1559, 4,10, 2,   5, 978,152,773
20151120-1559, 5, 1, 1,  98,  98,4012,510
20151120-1559, 5, 1, 2,  91,  91,510,4012
20151120-1559, 5, 2, 1,  45, 143,510,528
20151120-1559, 5, 2, 2,  49, 140,528,510
20151120-1559, 5, 3, 1,  16, 159,528,327
20151120-1559, 5, 3, 2,  14, 154,327,528
20151120-1559, 5, 4, 1,  20, 179,327,458
20151120-1559, 5, 4, 2,  16, 170,458,327
20151120-1559, 5, 5, 1,  26, 205,458,459
20151120-1559, 5, 5, 2,  35, 205,459,458
20151120-1559, 5, 6, 1,  87, 292,459,405
20151120-1559, 5, 6, 2,  88, 293,405,459
20151120-1559, 6, 1, 1,  36,  36,405,150
20151120-1559, 6, 1, 2, 269, 269,150,405
20151120-1559, 6, 2, 1,  23,  59,150,148
20151120-1559, 6, 2, 2,  64, 333,148,150
20151120-1559, 6, 3, 1,  34,  93,148,149
20151120-1559, 6, 3, 2,  15, 348,149,148
20151120-1559, 6, 4, 1,  73, 166,149,44
20151120-1559, 6, 4, 2,  98, 446,44,149
20151120-1559, 6, 5, 1,  29, 195,44,351
20151120-1559, 6, 5, 2,  29, 475,351,44
20151120-1559, 6, 6, 1,   9, 204,351,36
20151120-1559, 6, 6, 2,   7, 482,36,351
20151120-1559, 6, 7, 1,  22, 226,36,776
20151120-1559, 6, 7, 2, 323, 805,776,36
20151120-1559, 6, 8, 1,   7, 233,776,37
20151120-1559, 6, 8, 2,   7, 812,37,776
20151120-1559, 7, 1, 1,  43,  43,179,691
20151120-1559, 7, 1, 2, 224, 224,691,179
20151120-1559, 7, 2, 1,  22,  65,691,64
20151120-1559, 7, 2, 2,  14, 238,64,691
20151120-1559, 7, 3, 1,  22,  87,64,65
20151120-1559, 7, 3, 2,  25, 263,65,64
20151120-1559, 7, 4, 1,  36, 123,65,66
20151120-1559, 7, 4, 2,  36, 299,66,65
20151120-1559, 7, 5, 1,  36, 159,66,750
20151120-1559, 7, 5, 2,   4, 303,750,66
20151120-1559, 7, 6, 1,  59, 218,750,63
20151120-1559, 7, 6, 2,  59, 362,63,750
20151120-1559, 7, 7, 1,  41, 259,63,67
20151120-1559, 7, 7, 2,  60, 422,67,63
20151120-1559, 7, 8, 1,  24, 283,67,55
20151120-1559, 7, 8, 2, 129, 551,55,67
20151120-1559, 7, 9, 1,  35, 318,55,61
20151120-1559, 7, 9, 2,  83, 634,61,55
20151120-1559, 7,10, 1,  20, 338,61,59
20151120-1559, 7,10, 2,  90, 724,59,61
20151120-1559, 7,11, 1,  18, 356,59,76
20151120-1559, 7,11, 2, 166, 890,76,59
20151120-1559, 7,12, 1,  23, 379,76,141
20151120-1559, 7,12, 2,  22, 912,141,76
20151120-1559, 7,13, 1,  14, 393,141,166
20151120-1559, 7,13, 2,  44, 956,166,141
20151120-1559, 7,14, 1,  23, 416,166,182
20151120-1559, 7,14, 2,  14, 970,182,166
20151120-1559, 7,15, 1,  14, 430,182,403
20151120-1559, 7,15, 2, 199,1169,403,182
20151120-1559, 8, 1, 1,  31,  31,81,38
20151120-1559, 8, 1, 2,  52,  52,38,81
20151120-1559, 8, 2, 1,  58,  89,38,280
20151120-1559, 8, 2, 2, 338, 390,280,38
20151120-1559, 8, 3, 1,  37, 126,280,142
20151120-1559, 8, 3, 2,  36, 426,142,280
20151120-1559, 8, 4, 1,  15, 141,142,126
20151120-1559, 8, 4, 2,  36, 462,126,142
20151120-1559, 8, 5, 1,   7, 148,126,653
20151120-1559, 8, 5, 2, 107, 569,653,126
20151120-1559, 8, 6, 1, 123, 271,653,35
20151120-1559, 8, 6, 2,  14, 583,35,653
20151120-1559, 8, 7, 1,  23, 294,35,193
20151120-1559, 8, 7, 2, 215, 798,193,35
20151120-1559, 9, 1, 1,  39,  39,69,494
20151120-1559, 9, 1, 2,  38,  38,494,69
20151120-1559, 9, 2, 1, 100, 139,494,90
20151120-1559, 9, 2, 2,  99, 137,90,494
20151120-1559, 9, 3, 1,  68, 207,90,630
20151120-1559, 9, 3, 2,  69, 206,630,90
20151120-1559, 9, 4, 1,  71, 278,630,223
20151120-1559, 9, 4, 2,  70, 276,223,630
20151120-1559, 9, 5, 1,  72, 350,223,224
20151120-1559, 9, 5, 2,  72, 348,224,223
20151120-1559, 9, 6, 1,  41, 391,224,506
20151120-1559, 9, 6, 2,  40, 388,506,224
20151120-1559, 9, 7, 1,  33, 424,506,41
20151120-1559, 9, 7, 2,  32, 420,41,506
20151120-1559, 9, 8, 1,  26, 450,41,655
20151120-1559, 9, 8, 2,  29, 449,655,41
20151120-1559, 9, 9, 1,  43, 493,655,443
20151120-1559, 9, 9, 2,  45, 494,443,655
20151120-1559, 9,10, 1,  35, 528,443,73
20151120-1559, 9,10, 2,  32, 526,73,443
20151120-1559, 9,11, 1,  42, 570,73,72
20151120-1559, 9,11, 2,  47, 573,72,73
20151120-1559, 9,12, 1,  32, 602,72,194
20151120-1559, 9,12, 2,  44, 617,194,72
20151120-1559, 9,13, 1,  30, 632,194,282
20151120-1559, 9,13, 2,  30, 647,282,194
20151120-1559, 9,14, 1,  25, 657,282,2
20151120-1559, 9,14, 2,  30, 677,2,282
20151120-1559, 9,15, 1,  19, 676,2,203
20151120-1559, 9,15, 2,  28, 705,203,2
20151120-1559, 9,16, 1,  16, 692,203,3
20151120-1559, 9,16, 2,  15, 720,3,203
20151120-1559,10, 1, 1,  37,  37,124,410
20151120-1559,10, 1, 2,  42,  42,410,124
20151120-1559,10, 2, 1,  69, 106,410,189
20151120-1559,10, 2, 2,  74, 116,189,410
20151120-1559,10, 3, 1,   4, 110,189,738
20151120-1559,10, 3, 2,  51, 167,738,189
20151120-1559,10, 4, 1,  80, 190,738,372
20151120-1559,10, 4, 2,  79, 246,372,738
20151120-1559,10, 5, 1,  48, 238,372,42
20151120-1559,10, 5, 2,  16, 262,42,372
20151120-1559,10, 6, 1,  54, 292,42,172
20151120-1559,10, 6, 2,  54, 316,172,42
20151120-1559,10, 7, 1, 108, 400,172,370
20151120-1559,10, 7, 2, 132, 448,370,172
20151120-1559,11, 1, 1,  59,  59,130,5
20151120-1559,11, 1, 2,  59,  59,5,130
20151120-1559,11, 2, 1,  38,  97,5,151
20151120-1559,11, 2, 2,  14,  73,151,5
20151120-1559,11, 3, 1, 188, 285,151,127
20151120-1559,11, 3, 2,  54, 127,127,151
20151120-1559,11, 4, 1,  17, 302,127,149
20151120-1559,11, 4, 2,   7, 134,149,127
20151120-1559,11, 5, 1,  72, 374,149,432
20151120-1559,11, 5, 2,  87, 221,432,149
20151120-1559,12, 1, 1,   9,   9,832,9
20151120-1559,12, 1, 2,   7,   7,9,832
20151120-1559,12, 2, 1,  73,  82,9,178
20151120-1559,12, 2, 2,  73,  80,178,9
20151120-1559,12, 3, 1,  52, 134,178,148
20151120-1559,12, 3, 2,  53, 133,148,178
20151120-1559,13, 1, 1,  82,  82,2,3
20151120-1559,13, 1, 2,  57,  57,3,2
20151120-1559,13, 2, 1, 218, 300,3,513
